,city,job_title,company_name,location,summary,salary
1280,Denver,"Consumer Products & Retail Analytics, Cognitive and Data Science Manager",Deloitte,"Denver, CO 80203 (Capitol Hill area)","Similar jobs pay $95,000 - $141,000 a year","Consumer Products & Retail Analytics, Cognitive and Data Science Manager. The Consumer industry is focused on serving the changing consumer, who has rapidly..."
1281,Denver,Artificial Intelligence/Machine Learning Engineer,BPMLinks,"Denver, CO",Nothing found,Strong background in statistical concepts and calculations. Developing AI and ML models. Researching on new AI and ML techniques....
1282,Denver,"AI, Analytics & Data Manager, CMT Southwest",Accenture,"Denver, CO 80203 (Capitol Hill area)",Nothing found,Join Accenture and help transform leading organizations and communities around the world. The sheer scale of our capabilities and client engagements and the way...
1283,Denver,Digital Marketing Intern,Agency FIFTY3,"Denver, CO",Nothing found,"We’re a group of creatives, analysts, strategists, artists, and data scientists who have joined forces from all over the country...."
1284,Denver,Quantitative Analyst - IHS Command Center,DISH Network,"Littleton, CO 80120",Nothing found,"Collect, report on, model, analyze, and present large amounts of data with meticulous attention to detail. Conduct long-term and short-term data analysis with a..."
1285,Denver,Data Scientist - AWS Professional Services,"Amazon Web Services, Inc.","Denver, CO",Nothing found,Our Data Scientists can live in any location where we have a Professional Service office. Our Data Scientists can live in any location where we have a...
1286,Denver,Machine Learning Scientist,Activision,"Boulder, CO",Nothing found,"Implement, train, and evaluate machine learning models on game-related data. We work at the interface of design, big data engineering, and math to help deliver..."
1287,Denver,Buildings Advanced Manufacturing and Integration Science Researcher II,National Renewable Energy Laboratory,"Golden, CO 80401",Nothing found,Develop data collection methods to understand existing pre-fabrication approaches in off-site manufacturing of buildings....
1288,Denver,Silicon Semiconductor Device Research Technician,National Renewable Energy Laboratory,"Golden, CO 80401",Similar jobs pay $16 - $24 an hour,"Input data into computer databases. Participate in project meetings including presenting data, progress reports, issues, and plans...."
1289,Denver,"Associate, AI Engineer",KPMG,"Denver, CO 80202 (Lodo area)",Nothing found,"Build ingestion processes to prepare, extract, and annotate a rich data variety of unstructured data sources (social media, news, internal/external documents,..."
1290,Denver,CIRES/GSD Mesoscale Numerical Weather Prediction and Data Assimilation PRA,University of Colorado Boulder,"Boulder, CO 80305 (Central Boulder area)",Nothing found,"The scientists will contribute to community development the SAR (and global) FV3, to meet the needs of rapidly updating data assimilation cycles for an accurate..."
1291,Denver,Data Engineer (ADX-98-19),"ArcherDX, INC.","Boulder, CO 80301",Nothing found,"Become familiar with and employ industry-leading data standards, striving for findable, accessible, interoperable, and reusable data...."
1292,Denver,Senior Data Scientist,Pearson,"Boulder, CO 80301",Nothing found,"Experience with modern data mining techniques and technologies e.g. information retrieval, text analytics, with special emphasis on techniques at all levels of..."
1293,Houston,Data Scientist I,"Noble Energy, Inc.","Houston, TX 77067",Nothing found,Works collaboratively with business partners and Sr. Data Scientists to assist in the design and development of algorithms to solve business problems....
1294,Houston,PRT Data Scientist,Drillinginfo,"Houston, TX 77002 (Downtown area)",Nothing found,Why YOU want this position. Drillinginfo delivers business-critical insights to the global energy industry through a state-of-the-art SaaS platform built on...
1295,Houston,Data Scientist,Sysco,"Houston, TX 77077 (West Houston area)",Nothing found,Company: CORP Enclave Location: US-TX-Houston Zip Code: 77077 Minimum Level of Education: Master's Degree Minimum Years of Experience: 3 Position Type: Exempt...
1296,Houston,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Houston, TX",Nothing found,"A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)...."
1297,Houston,Data Scientist,American National Insurance Company,"League City, TX 77573",Nothing found,"Who we are. American National is a successful and stable corporation guided by five core values:. Financial Strength, Integrity, Respect, Service and Teamwork...."
1298,Houston,Data Specialist/Scientist,BBVA Compass,"Houston, TX",Nothing found,"Company: Compass Bank dba BBVA Compass Location: Houston, Texas. United States Job type: Employment | Business Development Usa Published on: 5th June 2019 Our..."
1299,Houston,Data Scientist,American National Family of Companies,"League City, TX 77573",Nothing found,"Who we are. American National is a successful and stable corporation guided by five core values:. Financial Strength, Integrity, Respect, Service and Teamwork...."
1300,Houston,Senior Data Scientist (SMB),Hewlett Packard Enterprise,"Houston, TX 77070",Nothing found,"At HPE, we bring together the brightest minds to create breakthrough technology solutions and advance the way people live and work...."
1301,Houston,Chief Data Scientist Population Health,Harris Health System,"Houston, TX 77054 (Medical area)",Nothing found,About Us. Harris Health is a nationally recognized health system comprising three teaching hospitals and an extensive network of ambulatory care centers serving...
1302,Houston,Research Data Scientist,ExxonMobil,"Houston, TX 77046 (Montrose area)",Nothing found,"Research Data Scientist Location: Houston, TX, US Company: ExxonMobil Job Title: Research Data Scientist Data analytics encompasses the computational and..."
1303,Houston,Data Scientist,CGG,"Houston, TX","Similar jobs pay $92,000 - $136,000 a year","Knowledge of relational databases, data modeling, and schema normalization techniques. Expertise in designing and implementing efficient algorithms...."
1304,Houston,Data Scientist,Pros.,"Houston, TX","Similar jobs pay $89,000 - $131,000 a year",A Day in the Life of the Data Scientist -About the role:. Self-starter with clear career goals. Excellent written and verbal communication skills....
1305,Houston,Data Scientist,TGS,"Houston, TX 77041","Similar jobs pay $97,000 - $143,000 a year","3-5 Years of Experience as a Data Scientist is required. Familiarity with machine learning frameworks/libraries/packages/APIs (e.g., TensorFlow, PyTorch)...."
1306,Houston,Associate Data Scientist,"Amazon Web Services, Inc.","Houston, TX",Nothing found,"Familiarity with using data visualization tools. Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR...."
1307,Houston,Data Scientist,American National Family of Companies,"League City, TX 77573","Similar jobs pay $76,000 - $112,000 a year","0-2 years’ experience as a Data Scientist in a reputed organization. Understand new data sources and process pipelines, and catalog/document them...."
1308,Houston,"COORDINATOR, RESEARCH DATA - BEHAVIORAL SCIENCE",MD Anderson Cancer Center,"Houston, TX","Similar jobs pay $34,000 - $50,000 a year","Collects and enters patient's data into database including:. Demographic, outcomes data, and assessment data. High school diploma or equivalent...."
1309,Houston,Data Scientist,American National Insurance Company,"League City, TX 77573","Similar jobs pay $77,000 - $113,000 a year","0-2 years’ experience as a Data Scientist in a reputed organization. Understand new data sources and process pipelines, and catalog/document them...."
1310,Houston,Data Scientist,"Amazon Web Services, Inc.","Houston, TX",Nothing found,"Familiarity with using data visualization tools. Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR...."
1311,Houston,DATA SCIENTIST,Schlumberger,"Houston, TX","Similar jobs pay $96,000 - $142,000 a year","Data Scientist will be in charge of research and delivery of Proof of Concepts solutions, responding to clear and specific business needs...."
1312,Houston,Senior Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Houston, TX",Nothing found,"Experience using data visualization tools. Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR...."
1313,Houston,Data Specialist/Scientist,BBVA Compass,"Houston, TX",Nothing found,"Company: Compass Bank dba BBVA Compass Location: Houston, Texas. United States Job type: Employment | Business Development Usa Published on: 5th June 2019 Our..."
1314,Houston,"Consultant Statistics and Data Science- Houston,TX",Shell,"Houston, TX",Nothing found,Job Description. The Statistical Consultant will work under the Shell’s Statistical Engineering group who provides wide-ranging expertise in statistics and data...
1315,Houston,Sr Data Scientist,Aspen Technology,"Houston, TX 77042 (West Houston area)",Nothing found,"The driving force behind our success has always been the people of AspenTech. What drives us, is our aspiration, our desire and ambition to keep pushing the..."
1316,Houston,Chief Data Scientist Population Health,Harris Health System,"Houston, TX 77054 (Medical area)",Nothing found,About Us. Harris Health is a nationally recognized health system comprising three teaching hospitals and an extensive network of ambulatory care centers serving...
1317,Houston,Senior Data Scientist,Microsoft,"Houston, TX 77056 (Galleria-Uptown area)",Nothing found,Do you want to shape the future of oil & gas through innovative technology solutions? We are looking for data scientists who want to apply deep learning...
1318,Houston,Contract Data Analyst,Cardno,"Houston, TX",Nothing found,We are looking for a Data Scientist having expertise with building classification or regression models for the Oil and Gas industry....
1319,Houston,Data Scientist- Digital Media,David Weekley Homes,"Houston, TX",Nothing found,The Digital Data Scientist will use advanced analytics and predictive models to build the organization’s understanding of consumer behavior....
1320,Houston,Quality Engineer IV- Data Scientist,Hewlett Packard Enterprise,"Houston, TX",Nothing found,Job Description:. Work closely with key cross functional teams to identify field or manufacturing quality concerns from customer case data and develop...
1321,Houston,Data Engineer - Machine Learning,HP,"Spring, TX",Nothing found,HP Engineering entails utilizing established engineering disciplines to test and safeguard the manufacturing standards for new and existing HP products....
1322,Houston,"Senior Staff Data Scientist (OFS) - Houston, TX",General Electric,"Houston, TX 77002 (Downtown area)",Nothing found,"Role Summary:. Baker Hughes, a GE company is currently hiring a Senior Staff Data Scientist based in Houston, Texas...."
1323,Houston,Data Engineer,General Electric,"Houston, TX 77002 (Downtown area)",Nothing found,"Understands logical and physical data models, big data storage architecture, data modeling methodologies, metadata management, master data management, data..."
1324,Houston,Quantitative Market Analyst,WeldFit,"Houston, TX",Nothing found,Job Summary / Responsibilities:. WeldFit Quantitative Analysts will support the senior leadership team with analytical support of both internal and external...
1325,Houston,Oil and Gas Analyst,Drillinginfo,"Houston, TX 77002 (Downtown area)",Nothing found,Work with a group of data scientists to solve complex problems with cutting edge statistical methods. Experience using data and metrics to back up assumptions...
1326,Houston,RESEARCH STATISTICAL ANALYST - BIOSTATISTICS,MD Anderson Cancer Center,"Houston, TX",Nothing found,"Assesses relevant literature as well as existing data, evaluates the quality of data used in reports and assists with preparation and distribution of data for..."
1327,Houston,R&D Asistant Scientist Contractor (Client: Pepsi),Katalyst Healthcares & Life Sciences,"Houston, TX 77001",Nothing found,Serve as a point of contact with Spec Writers to gather information and data needed to build specification and provide training when necessary....
1328,Houston,Research Associate 2,University of Houston,"Houston, TX","$3,706 - $5,560 a month",Performs advanced testing procedures and performs analyses of data. The selected candidate will work with the May Lab and collaborating scientists to study and...
1329,Houston,Contract Data Analyst,Cardno,"Houston, TX",Nothing found,We are looking for a Data Scientist having expertise with building classification or regression models for the Oil and Gas industry....
1330,Houston,"Specialist, Senior Data Engineering",Enterprise Products,"Houston, TX 77045 (Southwest area)",Nothing found,"Assists data analysts and data scientists with query optimization, performance tuning, and data processing. Implement data flows connecting operational systems..."
1331,Houston,Geoscience Students Seeking Intern Opportunities for 2019,ExxonMobil,"Spring, TX",Nothing found,"A strong emphasis in these assignments will be to build skills in integrating and interpreting geological, geophysical and engineering data These data types..."
1332,Houston,RESEARCH SCIENTIST - DR. KAPIL N. BHALLA'S LABORATORY,MD Anderson Cancer Center,"Houston, TX","From $53,200 a year","Data Analysis. Maintains detailed experimental records, evaluates resulting research data, and presents findings to physicians and/or professional groups...."
1333,Houston,Artificial Intelligence Resident,Shell,"Houston, TX",Nothing found,"Job Description. As a Shell AI Resident, you will be given the opportunity to apply your expertise and deploy deep learning solutions at scale on real-world..."
1334,Houston,"Lead, People Analytics/Data Science",Deloitte,"Houston, TX",Nothing found,"Lead, People Analytics/Data Science. Works closely with other People Analytics team members to support defined projects that enhance the firm’s performance,..."
1335,Houston,Statistician,alliantgroup,"Houston, TX 77056 (Galleria-Uptown area)",Nothing found,"Alliantgroup, LP is currently experiencing explosive growth! As a national consulting firm focused on being the voice to the middle market, our mission is..."
1336,Houston,"Senior Staff Data Scientist (OFS) - Houston, TX",General Electric,"Houston, TX 77002 (Downtown area)",Nothing found,"Role Summary:. Baker Hughes, a GE company is currently hiring a Senior Staff Data Scientist based in Houston, Texas...."
1337,Houston,"Sr Data Engineer - Houston, TX",General Electric,"Houston, TX 77002 (Downtown area)",Nothing found,"Role Summary:. Role Summary/Purpose. Responsible for driving operational excellence of the Data and Analytics platform, managing the entire Eco System of the On..."
1338,Houston,AAI – Data Science – Senior Manager,Deloitte,"Houston, TX",Nothing found,"We help clients achieve competitive advantage through data and cognitive powered transformations that promote enterprise intelligence, autonomous processes, and..."
1339,Houston,"Senior Staff Data Scientist (OFS) - Houston, TX",Baker Hughes,"Houston, TX",Nothing found,"Role Summary:. Baker Hughes, a GE company is currently hiring a Senior Staff Data Scientist based in Houston, Texas...."
1340,Houston,Sr. Financial Data Analyst,Ceva Logistics,"Houston, TX 77032",Nothing found,"CEVA Freight LLC. Seeks a Sr. Financial Data Analyst to work in Houston, Texas to develop internal Freight Management (“FM”) business intelligence that covers..."
1341,Houston,Chief Data Scientist Population Health,Harris Health System,"Houston, TX 77054 (Medical area)",Nothing found,About Us. Harris Health is a nationally recognized health system comprising three teaching hospitals and an extensive network of ambulatory care centers serving...
1342,Houston,Senior Machine Learning Software Engineer,Halliburton,"Houston, TX 77032",Nothing found,"We are looking for the right people — people who want to innovate, achieve, grow and lead. We attract and retain the best talent by investing in our employees..."
1343,Houston,SR BUSINESS SYSTEMS ANALYST -ONCOLOGY CARE & RESEARCH IS,MD Anderson Cancer Center,"Houston, TX",Nothing found,"BA Procedures and Best Practices. Demonstrated ability to take initiatives, establish/enhance business analysis procedures and improve operational efficiency...."
1344,Houston,Artificial Intelligence - Analytics - Data Science Manager - Houston Texas,Capgemini,"Houston, TX 77010 (Downtown area)",Nothing found,"Familiarity with Cloud-based environments such as AWS (S3/EC2), Azure, Google Cloud. Should be master in Package Configuration...."
1345,Houston,VIE - MACHINE LEARNING RESEARCHER (M/F) - USA,Total,"Houston, TX",Nothing found,"Familiarity with machine learning frameworks such as Tensorflow, Pytorch, Keras, Horovod, Scikit-learn, Spark or similar...."
1346,Houston,Data Engineer - Investments Data Strategy,AIG,"Houston, TX",Nothing found,"Experience with cloud services (specifically in AWS):. Hadoop, Spark, Hive) is a plus. Familiarity with Continuous Deployment pipelines and configuration (e.g...."
1347,Houston,Research & Evaluation Analyst,The Mission Continues,"Houston, TX 77087 (Southeast area)",Nothing found,Assisting with the development and implementation of quantitative surveys. Demonstrable time-management skills - ability to consistently meet deadlines and...
1348,Houston,IT Data Engineer,Crown Castle,"Houston, TX",Nothing found,"Identify and implement internal process improvements:. Design, implement, optimize, and sustain data pipelines to support end-to-end data flows...."
1349,Houston,Reporting/QC Specialist,"Montrose Environmental Group, Inc.","Houston, TX",Nothing found,May participate in field testing projects. Effective verbal and written communication skills. Provide excellent customer service to all clients....
1350,Houston,RESEARCH SCIENTIST - STEM CELL TRANSPLANTATION RESEARCH,MD Anderson Cancer Center,"Houston, TX",Nothing found,Designs retrieval templates for standard queries. Supervises the use of laboratory equipment and implements safety procedures....
1351,Houston,Data Engineer,Tailored Brands,"Houston, TX 77072 (Sugarland area)",Nothing found,"Help design and implement disaster recovery efforts. Nice to have AWS and Azure Cloud. Our data team primarily focuses on Java, SQL and Python...."
1352,Houston,Cyber Research and Hunting Analyst,Macquarie Group Limited,"Houston, TX 77002 (Downtown area)",Nothing found,"COG's purpose is to drive operational excellence through business-aligned services with a focus on quality, cost and risk...."
1353,Houston,Research Scientist,UL LLC,"Houston, TX",Nothing found,Responsibilities of New Hire as Research Scientist:. Provide fundamental data to influence standards formulation and actively engage in other regulatory policy...
1354,Houston,Variant Scientist,NeoGenomics Laboratories,"Houston, TX",Nothing found,Clinical Molecular Genetics Biologist Scientist license preferred (CA only). Assist in defining conditions and methods for internal genomic sequencing data...
1355,Houston,Geoscience Students Seeking Intern Opportunities for 2019,ExxonMobil,"Spring, TX",Nothing found,"A strong emphasis in these assignments will be to build skills in integrating and interpreting geological, geophysical and engineering data These data types..."
1356,Houston,AWS Data Architect,Accenture,"Houston, TX 77006 (Montrose area)","Similar jobs pay $118,000 - $167,000 a year","You will have an opportunity to work in roles such as Data Scientist, Data Engineer, or Chief Data Officer covering all aspects of Data including Data..."
1357,Houston,"Specialist, Senior Data Engineering",Enterprise Products,"Houston, TX 77045 (Southwest area)",Nothing found,"Assists data analysts and data scientists with query optimization, performance tuning, and data processing. Implement data flows connecting operational systems..."
1358,Houston,Artificial Intelligence - Analytics - Data Science Manager - Houston Texas,Capgemini,"Houston, TX 77010 (Downtown area)","Similar jobs pay $103,000 - $151,000 a year",10+ years professional work experience as a data scientist or on advanced analytics / statistics projects with 5+ years’ experience in one of the following...
1359,Houston,Staff Scientist,Baylor College of Medicine,"Houston, TX","$65,000 a year","The Staff Scientist will be responsible for supporting funded collaborative projects, including assistance with project scoping, data generation, analysis, and..."
1360,Houston,"Director, Machine Learning, Data Scientist",KPMG,"Houston, TX 77001","Similar jobs pay $98,000 - $145,000 a year","Work with clients to discover data sources and retrieve, prepare, and process a rich data variety of data sources such as social media, news, internal/external..."
1361,Houston,RESEARCH SCIENTIST - DR. KAPIL N. BHALLA'S LABORATORY,MD Anderson Cancer Center,"Houston, TX","$53,200 a year","Data Analysis. Maintains detailed experimental records, evaluates resulting research data, and presents findings to physicians and/or professional groups...."
1362,Houston,"Lead Analyst, Data Mgmt / Quan Analysis",BNY Mellon,"Houston, TX",Nothing found,"Data Management and Quantitative Analysis - IC3 Under moderate guidance, works with internal and external datasets and client reference data and provides..."
1363,Houston,Equities Quantitative Strategist,Quantlab,"Houston, TX",Nothing found,Uncover patterns and correlations using tick level market data gathered from markets across the world. Unique opportunity to bring fresh perspective to the team...
1364,Houston,Research Associate I -BioEnergetics -Li,Houston Methodist,"Houston, TX",Nothing found,Analyze data for research grants and publications. The Research Associate is responsible for providing advanced technical research skills and establishing test...
1365,Houston,Market Research Analyst,Meritage Homes Corporation,"Houston, TX 77043 (Spring Branch area)",Nothing found,"Comfortable delving into the details of the data. Prior research expereince preferred, including a comfort level with large data sets...."
1366,Houston,"Principal Research Analyst, Oil & Gas Technology",IHS Markit,"Houston, TX 77077 (West Houston area)",Nothing found,Analyze resulting data resources to develop industry-level insights and produce regular reports. This position will be a core member of IHS Markit’s Oil & Gas...
1367,Houston,Data Engineer,Baker Hughes,"Houston, TX",Nothing found,"Understands logical and physical data models, big data storage architecture, data modeling methodologies, metadata management, master data management, data..."
1368,Houston,Research Protection Analyst,Houston Methodist,"Houston, TX",Nothing found,"Gather additional data as necessary from researchers, study staff, and others; At Houston Methodist, the Research Protection Analyst (IRB) is responsible for:...."
1369,Houston,"Senior Staff Data Scientist (OFS) - Houston, TX",Baker Hughes,"Houston, TX",Nothing found,"Data Scientist, you will be part of a cross-disciplinary modeling & data science team on commercially-facing development projects, typically involving large,..."
1370,Houston,Science Consultant,alliantgroup,"Houston, TX 77056 (Galleria-Uptown area)",Nothing found,"Assist in analysis and manipulation of client data (both financial and industry-specific). As a Science Consultant, you will work in a team environment..."
1371,Houston,Quantitative Engineer,"Two Sigma Investments, LLC.","Houston, TX",Nothing found,We are seeking exceptional technologists with high caliber big data and distributed computing experience to join our team....
1372,Houston,Chemist/Laboratory Technician,IQ Products Company,"Houston, TX 77086",Nothing found,"The position requires a thorough understanding and practice of advanced laboratory testing, interpreting analytical data and resolving technical challenges...."
1373,Houston,RESEARCH SCIENTIST - IMMUNOLOGY,MD Anderson Cancer Center,"Houston, TX",Nothing found,"Compiles, writes, and submits reports to superior. Experience analyzing flow cytometry data (multiple colors). It was named the nation's No...."
1374,Houston,Marketing Strategist/Technical Writer,National Oilwell Varco,"Houston, TX",Nothing found,"Should have an understanding of current data analytical concepts, platforms, and similar technical ideas. To be successful in this role, we'd expect you to:...."
1375,Houston,Chief Data Scientist Population Health,Harris Health System,"Houston, TX 77054 (Medical area)",Nothing found,"10 years of relevant work experience, including:. Above average Verbal Communication (Heavy Public Contact) Writing/ Reports...."
1376,Houston,Field Service Technician - Laboratory Products,Mettler Toledo,"Houston, TX 77024 (Greater Memorial area)",Nothing found,"What You Need to Succeed. The discipline to update service records on time and ensure data integrity. Tuition reimbursement, educational matching gift program,..."
1377,Houston,Senior Machine Learning Software Engineer,Halliburton,"Houston, TX 77032",Nothing found,"Developer, Computer Science, Cloud, Industrial, Machinist, Technology, Manufacturing. Additional Locations for this position:...."
1378,Houston,Lab Quality Assurance Specialist,Houston Methodist,"Houston, TX",Nothing found,PATIENT AGE GROUP(S) AND POPULATION(S) SERVED. Must have one of the following required certifications:. Bachelor degree in related field....
1379,Houston,Scientist -CV Regeneration -Chen,Houston Methodist,"Houston, TX",Nothing found,"Develops and publishes in high impact journals. Analyzes data and interprets data. Designs, develops, or adapts equipment used in experiments or research to..."
1380,Houston,AI and Machine Learning Engineer - Consultant,Accenture,"Houston, TX 77006 (Montrose area)",Nothing found,Use deep learning and machine learning to solve business problems. Want to join our crew of sharp analytical minds? Use Accenture tools and techniques....
1381,Houston,CLINICAL RESEARCH SCIENTIST - SURGICAL ONCOLOGY,MD Anderson Cancer Center,"Houston, TX",Nothing found,News & World Report's 2017 rankings. Develops tools for problem solving for work related issues. Develops and initiates research experiments independently....
1382,Houston,R&D Bioprocessing Scientist,Lonza,"Houston, TX",Nothing found,"This hands-on bioprocess scientist will design and execute experiments, develop metrics for evaluating results and technologies and procure equipment...."
1383,Houston,Reporting/QC Specialist,"Montrose Environmental Group, Inc.","Houston, TX",Nothing found,"The primary responsibility of the Reporting/QC Specialist is to manage all aspects of the reporting process including, but not limited to, client contact and..."
1384,Houston,Cyber Research and Hunting Analyst,Macquarie Group Limited,"Houston, TX 77002 (Downtown area)",Nothing found,"In this role, you will provide analysis in multiple areas of Cyber security including data carving, process and network traffic, timeline production and..."
1385,Houston,Staff Environmental Engineer/Geologist/Scientist (Entry Level),ERM Group,"Houston, TX 77084",Nothing found,Experience recording/writing detailed technical data and reports a plus. Compile and evaluate data and assist in report preparation....
1386,Houston,CLINICAL RESEARCH SCIENTIST - SURGICAL ONCOLOGY,MD Anderson Cancer Center,"Houston, TX",Nothing found,"Supervises data collection, editing reporting, and analysis for assigned specific disease categories and studies. It was named the nation's No...."
1387,Houston,Process Development Scientist I,Bellicum Pharmaceuticals,"Houston, TX 77030 (Medical area)",Nothing found,Bellicum Pharmaceuticals is seeking a talented and highly-motivated Scientist to join our Process Development team. With 2-3 years of experience....
1388,Houston,MBA Consultant,alliantgroup,"Houston, TX 77056 (Galleria-Uptown area)",Nothing found,"Assist in analysis of client data (both financial and technical). As an MBA Consultant, you will work in a team environment alongside some of the best in the..."
1389,Houston,Science Consultant,alliantgroup,"Houston, TX 77056 (Galleria-Uptown area)",Nothing found,"Assist in analysis and manipulation of client data (both financial and industry-specific). As a Science Consultant, you will work in a team environment..."
1390,Houston,Research Analyst,Texas Southern University,"Houston, TX 77004 (Southeast area)",Nothing found,Analyze performance measures and other justice data. The Research Analyst will aid in conducting various research projects and will assist with the development...
1391,Houston,Endowed Chair - Outcomes,Houston Methodist,"Houston, TX",Nothing found,Analyzes data and interprets data. This associate professor/full professor faculty position will function as an independent scientist and may be allocated space...
1392,Houston,Strategic Communications Coordinator,HDR,"Houston, TX",Nothing found,Coordinate project related data gathering and political analysis and monitoring. We create an unshakable foundation for progress because our multidisciplinary...
1393,Miami,Computer Scientist,Federal Bureau of Investigation,"Miami, FL 33169",Nothing found,"Assist in the development and use of basic computing environments for analysis of digital data. Use, troubleshoot and modify existing tools and methods to..."
1394,Miami,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","Miami, FL",Nothing found,"Our Data Scientists can live in any location that has an AWS office. Work with our Professional Services Big Data consultants to analyze, extract, normalize,..."
1395,Miami,Data Modeling and Analysis Professional,Cable & Wireless Communications Inc,"Coral Gables, FL 33134",Nothing found,Design data requests and perform data accuracy evaluations from delivered information. We are looking for a structured and analytic professional to join the...
1396,Miami,Sr. Data Scientist,TracFone Wireless,"Miami, FL",Nothing found,"Source, manipulate, cleanse and synthesis data at scale from disparate structured and unstructured data sources...."
1397,Miami,Principal Data Scientist - Retail,Teradata,"Miami, FL 33128 (Little Havana area)",Nothing found,Principal Data Scientist - RetailLocation:. Principal Data Scientist - Retail. Join us and help create the era of Pervasive Data Intelligence.Americas – Sales ...
1398,Miami,Board of County Commissioners Associate Research Analyst,Miami-Dade County,"Miami, FL",Nothing found,Minimum Qualifications. Bachelor's degree and one year of relevant professional experience performing research and analyses for a legislative body or other...
1399,Miami,Data Scientist,Boxy Charm,"Pembroke Pines, FL",Nothing found,The Data Scientist will use a range of data science and machine learning methodologies to build solutions for a variety of business initiatives....
1400,Miami,Business Data Analyst,Kaplan,"Fort Lauderdale, FL 33328",Nothing found,Specify and organize data sources. Experience creating and manipulating data sets. The Business Analyst works closely with the Director/Manager of Business...
1401,Miami,Research Laboratory Technician (Microbiology and Immunology),University of Miami,"Miami, FL",Nothing found,Keeps records of research data and assists in analyzing it. The Research Laboratory Technician aids scientists in their experiments by monitoring and recording...
1402,Miami,Quantitative Ticket Trader and Analyst,SeatSnob,"Miami, FL",Nothing found,Analyze ticket data regularly to spot early trends and opportunities. Adeptness in working with and organizing relatively large data sets....
1403,Miami,"Senior Data Scientist, Lifestream","Magic Leap, Inc.","Fort Lauderdale, FL",Nothing found,"Understanding of different databases performance tuning. Design and develop metrics, create insightful automated dashboards and data visualizations to track..."
1404,Miami,Manager Data Science & Analytics,Publicis.Sapient,"Miami, FL",Nothing found,"Passionate about insight, driven by analytics, with an obsession for getting under the skin of a business (the numbers) and understanding how it works and makes..."
1405,Miami,Senior Data Analyst,Boats Group,"Miami, FL",Nothing found,"Collaborate directly with teams/individuals across the company to facilitate the design, research, development, and delivery of data statistics and models...."
1406,Miami,Data & Analytics Consultant (MIA),Systems Evolution Inc.,"Miami, FL",Nothing found,"As super-connectors, our consultants connect not only people, but data, trends and experiences. Have experience understanding and solving real business problems..."
1407,Miami,Artificial Intelligence - Data Science Senior Consultant- Miami,Capgemini,"Miami, FL",Nothing found,"Familiarity with Cloud-based environments such as AWS (S3/EC2), Azure, Google Cloud. 3-5 years professional work experience as a data scientist or on advanced..."
1408,Miami,"Director, Machine Learning, Data Scientist",KPMG,"Miami, FL 33131",Nothing found,"So, bring your creativity and pioneering spirit to KPMG Lighthouse. Demonstrable industry experience performing data science from data discovery, cleaning,..."
1409,Miami,DATA SCIENCE ENGINEER,Ultimate Software,"Fort Lauderdale, FL",Nothing found,3-5 years experience as a Software Engineer. Partnering with other teams to expose intelligent features in the product....
1410,Miami,"Sr. Manager, Data Science",Zimmerman Advertising,"Fort Lauderdale, FL",Nothing found,Bachelor’s degree in related field. Managing the collective Data Science team in order to push the agency forward with innovative analytics and insights....
1411,Miami,Operations Research / Statistician - SPLICE QRT - Top Secret Clearance,AMERICAN SYSTEMS,"Miami, FL 33172",Nothing found,"Knowledge and experience in test design, execution, and evaluation in the DoD operational testing and evaluation environment...."
1412,Miami,Machine Learning Developer,Viramar Worldwide,"Fort Lauderdale, FL",Nothing found,"About our Machine Learning Developer position:. Must be authorized to work in the US without sponsorship. Experience using TensorFlow, Scikit-Learn, Caffe, and..."
1413,Miami,"Senior Manager, Data Science & Analytics","Magic Leap, Inc.","Fort Lauderdale, FL",Nothing found,"Magic Leap is seeking an ambitious, self-directing data scientist leader to join the Core Data team. This role will be responsible for leading our data science..."
1414,Miami,"Director, Machine Learning, Data Scientist",KPMG,"Miami, FL 33131",Nothing found,"Lighthouse – KPMG's Center of Excellence for Advanced Analytics – has both applied data science, AI, and big data architecture capabilities...."
1415,Miami,Machine Learning Engineer,"Magic Leap, Inc.","Fort Lauderdale, FL",Nothing found,Job Description:. As a Machine Learning Engineer for Magic Leap's Lifestream team you will have responsibility for the planning and development of our machine...
1416,Miami,"Software Engineer, Computer Vision Tools",Magic Leap - Multiple Locations,"Fort Lauderdale, FL",Nothing found,"Job Description. The Computer Vision Data team at Magic Leap is responsible for creating large scale datasets for training, building and validating Computer..."
1417,Miami,Senior Cloud-Based Computer Vision Software Engineer - Contractor,Magic Leap - Multiple Locations,"Fort Lauderdale, FL",Nothing found,Job Description:. As a Senior Cloud-Based Computer Vision Software Engineer (Contractor) you'll be responsible for designing and developing high-performance...
1418,Miami,Lead Software Engineer - Machine Learning (NLP),Magic Leap - Multiple Locations,"Plantation, FL",Nothing found,Job Description. This is a fantastic opportunity to join the core group working on Speech Recognition at Magic Leap....
